model_name,parameter_count_b,numa_nodes,physical_cores,logical_cores,thread_count,cpu_affinity,sm_enabled,benchmark_type,oversubscribed,input_tokens_target,input_tokens_actual,max_output_tokens,context_window,batch_size,load_time_s,file_size_gb,ttft_ms,percentile_ttft_p50,percentile_ttft_p95,decode_rate_tps,percentile_tps_p50,percentile_tps_p95,effective_throughput_tps,parallel_efficiency,per_token_latency_ms,total_runtime_s,static_ram_gb,peak_ram_gb,kv_cache_growth_mb_per_1k,avg_cpu_util_percent,avg_saturated_cores,timeout_s,status,tps_per_billion_params,ram_per_billion_params,ttft_ms_per_billion_params,cies_score
Gemma (1B),1.0,1,2,4,1,[0],True,prefill,False,256,257,128,4096,1,2.06,0.75,129.85,129.85,130.05,,7.85,7.85,7.85,1.0,127.39,16.43,0.92,0.98,152.11,25.06,1.0,120,success,7.85,0.98,129.85,
Gemma (1B),1.0,1,2,4,1,[0],True,prefill,False,1024,1027,128,4096,1,2.06,0.75,134.28,134.28,134.37,,7.65,7.66,7.65,1.0,130.72,16.85,0.92,1.09,152.11,25.06,1.0,300,success,7.65,1.09,134.28,
Gemma (1B),1.0,1,2,4,1,[0],True,prefill,False,2048,2047,128,4096,1,2.06,0.75,140.01,140.01,140.04,,7.43,7.43,7.43,1.0,134.59,17.36,0.92,1.25,152.11,25.07,1.0,600,success,7.43,1.25,140.01,
Gemma (1B),1.0,1,2,4,2,"[0, 1]",True,decode,False,short,29,256,4096,1,2.06,0.75,108.49,108.49,108.63,9.23,9.23,9.24,9.23,0.59,108.34,27.83,0.92,0.97,152.11,47.93,1.14,120,success,9.23,0.97,108.49,9.5203
Gemma (1B),1.0,1,2,4,2,"[0, 1]",True,decode,False,short,29,1024,4096,1,2.06,0.75,108.71,108.71,109.13,9.06,9.06,9.06,9.06,0.59,110.38,113.19,0.92,1.08,152.11,47.82,1.09,300,success,9.06,1.08,108.71,8.3847
Gemma (1B),1.0,1,2,4,2,"[0, 1]",True,decode,False,short,29,2048,4096,1,2.06,0.75,108.79,108.79,108.99,8.82,8.82,8.83,8.82,0.59,113.38,232.28,0.92,1.23,152.11,47.71,1.05,600,success,8.82,1.23,108.79,7.1716
Gemma (1B),1.0,1,2,4,2,"[0, 1]",True,prefill,False,256,257,128,4096,1,2.06,0.75,110.36,110.36,111.28,,9.15,9.16,9.15,0.58,109.29,14.1,0.92,0.98,152.11,48.02,1.18,120,success,9.15,0.98,110.36,
Gemma (1B),1.0,1,2,4,2,"[0, 1]",True,prefill,False,1024,1027,128,4096,1,2.06,0.75,116.27,116.27,116.34,,8.91,8.96,8.91,0.58,112.23,14.47,0.92,1.09,152.11,48.36,1.31,300,success,8.91,1.09,116.27,
Gemma (1B),1.0,1,2,4,2,"[0, 1]",True,prefill,False,2048,2047,128,4096,1,2.06,0.75,119.73,119.73,119.9,,8.72,8.72,8.72,0.59,114.68,14.8,0.92,1.25,152.11,48.65,1.43,600,success,8.72,1.25,119.73,
Gemma (1B),1.0,1,2,4,4,"[0, 1, 2, 3]",True,decode,True,short,29,256,4096,1,2.06,0.75,73.93,73.93,74.37,14.57,14.56,14.94,14.56,0.46,68.68,17.65,0.92,0.97,152.11,80.57,0.02,120,success,14.56,0.97,73.93,15.0157
Gemma (1B),1.0,1,2,4,4,"[0, 1, 2, 3]",True,decode,True,short,29,1024,4096,1,2.06,0.75,71.99,71.99,72.88,14.3,14.3,14.33,14.3,0.47,69.93,71.66,0.92,1.08,152.11,80.97,0.0,300,success,14.3,1.08,71.99,13.2445
Gemma (1B),1.0,1,2,4,4,"[0, 1, 2, 3]",True,decode,True,short,29,2048,4096,1,2.06,0.75,71.19,71.19,71.26,14.0,14.0,14.04,14.0,0.47,71.43,146.34,0.92,1.23,152.11,81.15,0.0,600,success,14.0,1.23,71.19,11.3834
Gemma (1B),1.0,1,2,4,4,"[0, 1, 2, 3]",True,prefill,True,256,257,128,4096,1,2.06,0.75,76.99,76.99,77.13,,14.53,14.61,14.53,0.46,68.82,8.88,0.92,0.98,152.11,83.54,0.32,120,success,14.53,0.98,76.99,
Gemma (1B),1.0,1,2,4,4,"[0, 1, 2, 3]",True,prefill,True,1024,1027,128,4096,1,2.06,0.75,78.44,78.44,78.9,,14.55,14.61,14.55,0.48,68.73,8.87,0.92,1.09,152.11,85.73,0.74,300,success,14.55,1.09,78.44,
Gemma (1B),1.0,1,2,4,4,"[0, 1, 2, 3]",True,prefill,True,2048,2047,128,4096,1,2.06,0.75,80.96,80.96,81.38,,13.79,14.28,13.79,0.46,72.52,9.35,0.92,1.25,152.11,86.21,1.01,600,success,13.79,1.25,80.96,
Gemma (1B),1.0,1,2,4,8,"[0, 1, 2, 3]",True,decode,True,short,29,256,4096,1,2.06,0.75,74.08,74.08,75.26,14.9,14.9,14.95,14.9,0.24,67.11,17.25,0.92,0.97,152.11,81.93,0.02,120,success,14.9,0.97,74.08,15.3656
Gemma (1B),1.0,1,2,4,8,"[0, 1, 2, 3]",True,decode,True,short,29,1024,4096,1,2.06,0.75,74.67,74.67,75.85,14.48,14.48,14.63,14.48,0.24,69.06,70.77,0.92,1.08,152.11,81.22,0.01,300,success,14.48,1.08,74.67,13.4118
Gemma (1B),1.0,1,2,4,8,"[0, 1, 2, 3]",True,decode,True,short,29,2048,4096,1,2.06,0.75,74.36,74.36,74.85,14.07,14.07,14.27,14.07,0.23,71.07,145.65,0.92,1.23,152.11,80.62,0.01,600,success,14.07,1.23,74.36,11.4376
Gemma (1B),1.0,1,2,4,8,"[0, 1, 2, 3]",True,prefill,True,256,257,128,4096,1,2.06,0.75,75.49,75.49,75.95,,14.36,14.56,14.36,0.23,69.64,8.98,0.92,0.98,152.11,81.16,0.3,120,success,14.36,0.98,75.49,
Gemma (1B),1.0,1,2,4,8,"[0, 1, 2, 3]",True,prefill,True,1024,1027,128,4096,1,2.06,0.75,77.61,77.61,78.12,,13.98,14.44,13.98,0.23,71.53,9.23,0.92,1.09,152.11,84.59,0.73,300,success,13.98,1.09,77.61,
Gemma (1B),1.0,1,2,4,8,"[0, 1, 2, 3]",True,prefill,True,2048,2047,128,4096,1,2.06,0.75,80.76,80.76,82.0,,14.3,14.37,14.3,0.24,69.93,9.02,0.92,1.25,152.11,87.53,1.03,600,success,14.3,1.25,80.76,
Phi-1.5 (1B),1.0,1,2,4,1,[0],True,decode,False,short,18,256,4096,1,2.26,0.83,110.15,110.15,110.63,8.94,8.94,8.97,8.94,1.0,111.86,28.62,2.07,2.09,56.17,25.05,1.0,120,success,8.94,2.09,110.15,4.2796
Phi-1.5 (1B),1.0,1,2,4,1,[0],True,decode,False,short,18,1024,4096,1,2.26,0.83,109.39,109.39,113.32,8.26,8.26,8.28,8.26,1.0,121.07,124.02,2.07,2.13,56.17,25.07,1.0,300,success,8.26,2.13,109.39,3.876
Phi-1.5 (1B),1.0,1,2,4,1,[0],True,decode,False,short,18,2048,4096,1,2.26,0.83,108.94,108.94,109.6,7.65,7.65,7.65,7.65,1.0,130.72,267.86,2.07,2.19,56.17,25.05,1.0,600,success,7.65,2.19,108.94,3.4909
Phi-1.5 (1B),1.0,1,2,4,1,[0],True,prefill,False,256,256,128,4096,1,2.26,0.83,115.76,115.76,115.93,,8.56,8.59,8.56,1.0,116.82,14.95,2.07,2.09,56.17,25.05,1.0,120,success,8.56,2.09,115.76,
Phi-1.5 (1B),1.0,1,2,4,1,[0],True,prefill,False,1024,1026,128,4096,1,2.26,0.83,131.75,131.75,132.1,,7.7,7.7,7.7,1.0,129.87,16.62,2.07,2.14,56.17,25.04,1.0,300,success,7.7,2.14,131.75,
Phi-1.5 (1B),1.0,1,2,4,1,[0],True,prefill,False,2048,2046,128,4096,1,2.26,0.83,151.13,151.13,152.52,,6.77,6.79,6.77,1.0,147.71,18.91,2.07,2.19,56.17,25.04,1.0,600,success,6.77,2.19,151.13,
Phi-1.5 (1B),1.0,1,2,4,2,"[0, 1]",True,decode,False,short,18,256,4096,1,2.26,0.83,91.8,91.8,91.91,10.57,10.57,10.59,10.57,0.59,94.61,24.22,2.07,2.09,56.17,48.05,1.19,120,success,10.57,2.09,91.8,5.0567
Phi-1.5 (1B),1.0,1,2,4,2,"[0, 1]",True,decode,False,short,18,1024,4096,1,2.26,0.83,91.83,91.83,92.05,9.88,9.88,9.89,9.88,0.6,101.21,103.61,2.07,2.13,56.17,48.07,1.19,300,success,9.88,2.13,91.83,4.6396
Phi-1.5 (1B),1.0,1,2,4,2,"[0, 1]",True,decode,False,short,18,2048,4096,1,2.26,0.83,92.03,92.03,92.38,9.23,9.23,9.23,9.23,0.6,108.34,221.94,2.07,2.19,56.17,48.0,1.16,600,success,9.23,2.19,92.03,4.2133
Phi-1.5 (1B),1.0,1,2,4,2,"[0, 1]",True,prefill,False,256,256,128,4096,1,2.26,0.83,97.46,97.46,97.77,,10.23,10.24,10.23,0.6,97.75,12.51,2.07,2.09,56.17,48.42,1.33,120,success,10.23,2.09,97.46,
Phi-1.5 (1B),1.0,1,2,4,2,"[0, 1]",True,prefill,False,1024,1026,128,4096,1,2.26,0.83,109.51,109.51,109.69,,9.25,9.26,9.25,0.6,108.11,13.84,2.07,2.14,56.17,48.88,1.52,300,success,9.25,2.14,109.51,
Phi-1.5 (1B),1.0,1,2,4,2,"[0, 1]",True,prefill,False,2048,2046,128,4096,1,2.26,0.83,123.17,123.17,123.66,,8.26,8.26,8.26,0.61,121.07,15.49,2.07,2.19,56.17,48.84,1.5,600,success,8.26,2.19,123.17,
Phi-1.5 (1B),1.0,1,2,4,4,"[0, 1, 2, 3]",True,decode,True,short,18,256,4096,1,2.26,0.83,59.87,59.87,60.7,17.05,17.05,17.09,17.05,0.48,58.65,15.02,2.07,2.09,56.17,81.87,0.0,120,success,17.05,2.09,59.87,8.1556
Phi-1.5 (1B),1.0,1,2,4,4,"[0, 1, 2, 3]",True,decode,True,short,18,1024,4096,1,2.26,0.83,60.55,60.55,61.46,15.76,15.76,15.8,15.76,0.48,63.45,64.97,2.07,2.13,56.17,81.5,0.0,300,success,15.76,2.13,60.55,7.3993
Phi-1.5 (1B),1.0,1,2,4,4,"[0, 1, 2, 3]",True,decode,True,short,18,2048,4096,1,2.26,0.83,60.19,60.19,60.43,14.47,14.47,14.48,14.47,0.47,69.11,141.51,2.07,2.19,56.17,81.91,0.0,600,success,14.47,2.19,60.19,6.608
Phi-1.5 (1B),1.0,1,2,4,4,"[0, 1, 2, 3]",True,prefill,True,256,256,128,4096,1,2.26,0.83,64.34,64.34,64.51,,16.44,16.51,16.44,0.48,60.83,7.79,2.07,2.09,56.17,84.12,0.43,120,success,16.44,2.09,64.34,
Phi-1.5 (1B),1.0,1,2,4,4,"[0, 1, 2, 3]",True,prefill,True,1024,1026,128,4096,1,2.26,0.83,73.94,73.94,76.92,,14.11,14.4,14.11,0.46,70.87,9.07,2.07,2.14,56.17,87.32,0.93,300,success,14.11,2.14,73.94,
Phi-1.5 (1B),1.0,1,2,4,4,"[0, 1, 2, 3]",True,prefill,True,2048,2046,128,4096,1,2.26,0.83,84.75,84.75,86.71,,12.42,12.55,12.42,0.46,80.52,10.3,2.07,2.19,56.17,88.96,1.25,600,success,12.42,2.19,84.75,
Phi-1.5 (1B),1.0,1,2,4,8,"[0, 1, 2, 3]",True,decode,True,short,18,256,4096,1,2.26,0.83,62.26,62.26,62.51,16.54,16.53,16.85,16.53,0.23,60.5,15.48,2.07,2.09,56.17,81.27,0.0,120,success,16.53,2.09,62.26,7.9136
Phi-1.5 (1B),1.0,1,2,4,8,"[0, 1, 2, 3]",True,decode,True,short,18,1024,4096,1,2.26,0.83,60.78,60.78,61.46,15.59,15.59,15.7,15.59,0.24,64.14,65.66,2.07,2.13,56.17,81.35,0.0,300,success,15.59,2.13,60.78,7.3215
Phi-1.5 (1B),1.0,1,2,4,8,"[0, 1, 2, 3]",True,decode,True,short,18,2048,4096,1,2.26,0.83,59.85,59.85,62.39,14.19,14.19,14.39,14.19,0.23,70.47,144.28,2.07,2.19,56.17,80.93,0.0,600,success,14.19,2.19,59.85,6.4811
Phi-1.5 (1B),1.0,1,2,4,8,"[0, 1, 2, 3]",True,prefill,True,256,256,128,4096,1,2.26,0.83,63.72,63.72,63.92,,16.41,16.55,16.41,0.24,60.94,7.8,2.07,2.09,56.17,84.08,0.42,120,success,16.41,2.09,63.72,
Phi-1.5 (1B),1.0,1,2,4,8,"[0, 1, 2, 3]",True,prefill,True,1024,1026,128,4096,1,2.26,0.83,72.11,72.11,74.0,,14.49,14.54,14.49,0.24,69.01,8.83,2.07,2.14,56.17,87.1,0.96,300,success,14.49,2.14,72.11,
Phi-1.5 (1B),1.0,1,2,4,8,"[0, 1, 2, 3]",True,prefill,True,2048,2046,128,4096,1,2.26,0.83,83.9,83.9,84.37,,12.59,12.63,12.59,0.23,79.43,10.17,2.07,2.19,56.17,87.19,1.26,600,success,12.59,2.19,83.9,
Falcon3 (1B),1.0,1,2,4,1,[0],True,decode,False,short,29,256,4096,1,2.72,0.98,290.67,290.67,292.4,14.31,10.26,10.31,10.26,1.0,97.47,0.78,1.76,1.9,4015.62,25.4,1.0,120,success,10.26,1.9,290.67,7.5291
Falcon3 (1B),1.0,1,2,4,1,[0],True,decode,False,short,29,1024,4096,1,2.72,0.98,292.37,292.37,292.91,14.36,10.25,10.27,10.25,1.0,97.56,0.78,1.76,1.9,4015.62,25.0,1.0,300,success,10.25,1.9,292.37,7.5553
Falcon3 (1B),1.0,1,2,4,1,[0],True,decode,False,short,29,2048,4096,1,2.72,0.98,292.35,292.35,294.53,14.35,10.23,10.27,10.23,1.0,97.75,0.78,1.76,1.9,4015.62,25.08,1.0,600,success,10.23,1.9,292.35,7.555
Falcon3 (1B),1.0,1,2,4,1,[0],True,prefill,False,256,257,128,4096,1,2.72,0.98,101.31,101.31,101.57,,10.04,10.07,10.04,1.0,99.6,12.84,1.76,3.27,4015.62,25.04,1.0,120,success,10.04,3.27,101.31,
Falcon3 (1B),1.0,1,2,4,1,[0],True,prefill,False,1024,1027,128,4096,1,2.72,0.98,107.37,107.37,108.35,,9.5,9.51,9.5,1.0,105.26,13.58,1.76,6.29,4015.62,25.03,1.0,300,success,9.5,6.29,107.37,
Falcon3 (1B),1.0,1,2,4,1,[0],True,prefill,False,2048,2047,128,4096,1,2.72,0.98,115.14,115.14,116.68,,8.82,8.9,8.82,1.0,113.38,14.62,1.76,10.29,4015.62,25.04,1.0,600,success,8.82,10.29,115.14,
Falcon3 (1B),1.0,1,2,4,2,"[0, 1]",True,decode,False,short,29,256,4096,1,2.72,0.98,248.7,248.7,254.13,16.62,12.01,12.05,12.01,0.59,83.26,0.67,1.76,1.9,4015.62,48.69,1.44,120,success,12.01,1.9,248.7,8.7449
Falcon3 (1B),1.0,1,2,4,2,"[0, 1]",True,decode,False,short,29,1024,4096,1,2.72,0.98,249.44,249.44,249.74,16.64,12.0,12.05,12.0,0.59,83.33,0.67,1.76,1.9,4015.62,48.25,1.23,300,success,12.0,1.9,249.44,8.7602
Falcon3 (1B),1.0,1,2,4,2,"[0, 1]",True,decode,False,short,29,2048,4096,1,2.72,0.98,251.56,251.56,251.83,16.73,11.95,11.95,11.95,0.58,83.68,0.67,1.76,1.9,4015.62,48.62,1.27,600,success,11.95,1.9,251.56,8.8046
Falcon3 (1B),1.0,1,2,4,2,"[0, 1]",True,prefill,False,256,257,128,4096,1,2.72,0.98,85.95,85.95,88.1,,11.71,11.74,11.71,0.58,85.4,11.02,1.76,3.27,4015.62,48.66,1.43,120,success,11.71,3.27,85.95,
Falcon3 (1B),1.0,1,2,4,2,"[0, 1]",True,prefill,False,1024,1027,128,4096,1,2.72,0.98,91.57,91.57,91.79,,11.06,11.07,11.06,0.58,90.42,11.66,1.76,6.29,4015.62,48.92,1.53,300,success,11.06,6.29,91.57,
Falcon3 (1B),1.0,1,2,4,2,"[0, 1]",True,prefill,False,2048,2047,128,4096,1,2.72,0.98,98.58,98.58,98.65,,10.37,10.37,10.37,0.59,96.43,12.44,1.76,10.29,4015.62,49.12,1.6,600,success,10.37,10.29,98.58,
Falcon3 (1B),1.0,1,2,4,4,"[0, 1, 2, 3]",True,decode,True,short,29,256,4096,1,2.72,0.98,151.17,151.17,151.81,28.13,19.9,20.0,19.9,0.48,50.25,0.4,1.76,1.9,4015.62,87.26,0.63,120,success,19.9,1.9,151.17,14.8061
Falcon3 (1B),1.0,1,2,4,4,"[0, 1, 2, 3]",True,decode,True,short,29,1024,4096,1,2.72,0.98,151.83,151.83,152.0,28.21,20.21,20.26,20.21,0.49,49.48,0.4,1.76,1.9,4015.62,84.89,0.0,300,success,20.21,1.9,151.83,14.8455
Falcon3 (1B),1.0,1,2,4,4,"[0, 1, 2, 3]",True,decode,True,short,29,2048,4096,1,2.72,0.98,150.51,150.51,151.43,28.06,20.14,20.22,20.14,0.49,49.65,0.4,1.76,1.9,4015.62,84.51,0.0,600,success,20.14,1.9,150.51,14.767
Falcon3 (1B),1.0,1,2,4,4,"[0, 1, 2, 3]",True,prefill,True,256,257,128,4096,1,2.72,0.98,53.95,53.95,54.58,,19.44,19.96,19.44,0.48,51.44,6.64,1.76,3.27,4015.62,86.32,0.44,120,success,19.44,3.27,53.95,
Falcon3 (1B),1.0,1,2,4,4,"[0, 1, 2, 3]",True,prefill,True,1024,1027,128,4096,1,2.72,0.98,57.21,57.21,57.62,,18.48,18.58,18.48,0.49,54.11,6.98,1.76,6.29,4015.62,88.65,0.98,300,success,18.48,6.29,57.21,
Falcon3 (1B),1.0,1,2,4,4,"[0, 1, 2, 3]",True,prefill,True,2048,2047,128,4096,1,2.72,0.98,61.24,61.24,61.37,,17.27,17.35,17.27,0.49,57.9,7.47,1.76,10.29,4015.62,89.75,1.31,600,success,17.27,10.29,61.24,
Falcon3 (1B),1.0,1,2,4,8,"[0, 1, 2, 3]",True,decode,True,short,29,256,4096,1,2.72,0.98,153.13,153.13,154.05,28.36,19.79,20.36,19.79,0.24,50.53,0.4,1.76,1.9,4015.62,87.27,0.68,120,success,19.79,1.9,153.13,14.9237
Falcon3 (1B),1.0,1,2,4,8,"[0, 1, 2, 3]",True,decode,True,short,29,1024,4096,1,2.72,0.98,150.68,150.68,154.59,28.08,19.86,20.15,19.86,0.24,50.35,0.4,1.76,1.9,4015.62,83.72,0.0,300,success,19.86,1.9,150.68,14.777
Falcon3 (1B),1.0,1,2,4,8,"[0, 1, 2, 3]",True,decode,True,short,29,2048,4096,1,2.72,0.98,152.25,152.25,153.87,28.25,19.89,19.94,19.89,0.24,50.28,0.4,1.76,1.9,4015.62,83.22,0.0,600,success,19.89,1.9,152.25,14.8707
Falcon3 (1B),1.0,1,2,4,8,"[0, 1, 2, 3]",True,prefill,True,256,257,128,4096,1,2.72,0.98,53.59,53.59,54.69,,19.53,19.55,19.53,0.24,51.2,6.61,1.76,3.27,4015.62,85.55,0.44,120,success,19.53,3.27,53.59,
Falcon3 (1B),1.0,1,2,4,8,"[0, 1, 2, 3]",True,prefill,True,1024,1027,128,4096,1,2.72,0.98,56.53,56.53,56.89,,18.7,18.75,18.7,0.25,53.48,6.9,1.76,6.29,4015.62,88.9,0.99,300,success,18.7,6.29,56.53,
Falcon3 (1B),1.0,1,2,4,8,"[0, 1, 2, 3]",True,prefill,True,2048,2047,128,4096,1,2.72,0.98,61.12,61.12,62.46,,17.27,17.29,17.27,0.24,57.9,7.47,1.76,10.29,4015.62,90.46,1.33,600,success,17.27,10.29,61.12,
OpenLLaMA 3.2 (1B),1.0,1,2,4,1,[0],True,decode,False,short,28,256,4096,1,2.47,0.89,86.75,86.75,87.72,11.46,11.46,11.48,11.46,1.0,87.26,22.42,1.43,1.46,94.88,25.05,1.0,120,success,11.46,1.46,86.75,7.8512
OpenLLaMA 3.2 (1B),1.0,1,2,4,1,[0],True,decode,False,short,28,1024,4096,1,2.47,0.89,87.51,87.51,88.24,11.11,11.11,11.12,11.11,1.0,90.01,54.29,1.43,1.49,94.88,25.04,1.0,300,success,11.11,1.49,87.51,7.454
OpenLLaMA 3.2 (1B),1.0,1,2,4,1,[0],True,decode,False,short,28,2048,4096,1,2.47,0.89,87.85,87.85,89.76,10.89,10.89,11.07,10.89,1.0,91.83,55.35,1.43,1.49,94.88,25.04,1.0,600,success,10.89,1.49,87.85,7.3111
OpenLLaMA 3.2 (1B),1.0,1,2,4,1,[0],True,prefill,False,256,256,128,4096,1,2.47,0.89,91.66,91.66,95.42,,10.99,11.04,10.99,1.0,90.99,11.74,1.43,1.47,94.88,25.06,1.0,120,success,10.99,1.47,91.66,
OpenLLaMA 3.2 (1B),1.0,1,2,4,1,[0],True,prefill,False,1024,1026,128,4096,1,2.47,0.89,99.0,99.0,99.94,,10.3,10.36,10.3,1.0,97.09,12.52,1.43,1.54,94.88,25.04,1.0,300,success,10.3,1.54,99.0,
OpenLLaMA 3.2 (1B),1.0,1,2,4,1,[0],True,prefill,False,2048,2046,128,4096,1,2.47,0.89,109.6,109.6,110.18,,9.38,9.39,9.38,1.0,106.61,13.75,1.43,1.64,94.88,25.04,1.0,600,success,9.38,1.64,109.6,
OpenLLaMA 3.2 (1B),1.0,1,2,4,2,"[0, 1]",True,decode,False,short,28,256,4096,1,2.47,0.89,73.47,73.47,74.02,13.39,13.39,13.4,13.39,0.58,74.68,19.19,1.43,1.46,94.88,48.51,1.29,120,success,13.39,1.46,73.47,9.1723
OpenLLaMA 3.2 (1B),1.0,1,2,4,2,"[0, 1]",True,decode,False,short,28,1024,4096,1,2.47,0.89,73.61,73.61,73.97,13.01,13.01,13.03,13.01,0.59,76.86,46.35,1.43,1.49,94.88,48.26,1.26,300,success,13.01,1.49,73.61,8.7307
OpenLLaMA 3.2 (1B),1.0,1,2,4,2,"[0, 1]",True,decode,False,short,28,2048,4096,1,2.47,0.89,73.96,73.96,73.99,12.98,12.98,13.05,12.98,0.6,77.04,46.47,1.43,1.49,94.88,48.24,1.25,600,success,12.98,1.49,73.96,8.7082
OpenLLaMA 3.2 (1B),1.0,1,2,4,2,"[0, 1]",True,prefill,False,256,256,128,4096,1,2.47,0.89,76.72,76.72,76.85,,13.17,13.22,13.17,0.6,75.93,9.79,1.43,1.47,94.88,48.61,1.39,120,success,13.17,1.47,76.72,
OpenLLaMA 3.2 (1B),1.0,1,2,4,2,"[0, 1]",True,prefill,False,1024,1026,128,4096,1,2.47,0.89,82.94,82.94,83.22,,12.29,12.31,12.29,0.6,81.37,10.49,1.43,1.54,94.88,48.86,1.51,300,success,12.29,1.54,82.94,
OpenLLaMA 3.2 (1B),1.0,1,2,4,2,"[0, 1]",True,prefill,False,2048,2046,128,4096,1,2.47,0.89,90.68,90.68,90.95,,11.24,11.28,11.24,0.6,88.97,11.48,1.43,1.64,94.88,48.98,1.56,600,success,11.24,1.64,90.68,
OpenLLaMA 3.2 (1B),1.0,1,2,4,4,"[0, 1, 2, 3]",True,decode,True,short,28,256,4096,1,2.47,0.89,49.17,49.17,49.5,22.59,22.57,22.66,22.57,0.49,44.31,11.38,1.43,1.46,94.88,84.01,0.09,120,success,22.57,1.46,49.17,15.4748
OpenLLaMA 3.2 (1B),1.0,1,2,4,4,"[0, 1, 2, 3]",True,decode,True,short,28,1024,4096,1,2.47,0.89,47.68,47.68,47.8,22.2,22.21,22.24,22.21,0.5,45.02,27.16,1.43,1.49,94.88,85.04,0.06,300,success,22.21,1.49,47.68,14.902
OpenLLaMA 3.2 (1B),1.0,1,2,4,4,"[0, 1, 2, 3]",True,decode,True,short,28,2048,4096,1,2.47,0.89,51.0,51.0,51.13,21.34,21.34,21.57,21.34,0.49,46.86,28.26,1.43,1.49,94.88,84.69,0.08,600,success,21.34,1.49,51.0,14.3226
OpenLLaMA 3.2 (1B),1.0,1,2,4,4,"[0, 1, 2, 3]",True,prefill,True,256,256,128,4096,1,2.47,0.89,50.66,50.66,52.45,,22.35,22.36,22.35,0.51,44.74,5.77,1.43,1.47,94.88,87.23,0.55,120,success,22.35,1.47,50.66,
OpenLLaMA 3.2 (1B),1.0,1,2,4,4,"[0, 1, 2, 3]",True,prefill,True,1024,1026,128,4096,1,2.47,0.89,55.35,55.35,55.4,,20.45,20.74,20.45,0.5,48.9,6.31,1.43,1.54,94.88,89.32,1.1,300,success,20.45,1.54,55.35,
OpenLLaMA 3.2 (1B),1.0,1,2,4,4,"[0, 1, 2, 3]",True,prefill,True,2048,2046,128,4096,1,2.47,0.89,59.05,59.05,59.54,,18.87,18.99,18.87,0.5,52.99,6.84,1.43,1.64,94.88,89.91,1.4,600,success,18.87,1.64,59.05,
OpenLLaMA 3.2 (1B),1.0,1,2,4,8,"[0, 1, 2, 3]",True,decode,True,short,28,256,4096,1,2.47,0.89,48.82,48.82,48.82,22.14,22.14,22.16,22.14,0.24,45.17,11.61,1.43,1.46,94.88,84.15,0.07,120,success,22.14,1.46,48.82,15.1665
OpenLLaMA 3.2 (1B),1.0,1,2,4,8,"[0, 1, 2, 3]",True,decode,True,short,28,1024,4096,1,2.47,0.89,48.73,48.73,48.97,21.58,21.57,21.74,21.57,0.24,46.36,27.95,1.43,1.49,94.88,84.39,0.07,300,success,21.57,1.49,48.73,14.4806
OpenLLaMA 3.2 (1B),1.0,1,2,4,8,"[0, 1, 2, 3]",True,decode,True,short,28,2048,4096,1,2.47,0.89,48.2,48.2,48.4,21.92,21.92,21.93,21.92,0.25,45.62,27.51,1.43,1.49,94.88,85.03,0.11,600,success,21.92,1.49,48.2,14.7123
OpenLLaMA 3.2 (1B),1.0,1,2,4,8,"[0, 1, 2, 3]",True,prefill,True,256,256,128,4096,1,2.47,0.89,50.44,50.44,50.79,,22.21,22.21,22.21,0.25,45.02,5.81,1.43,1.47,94.88,86.75,0.52,120,success,22.21,1.47,50.44,
OpenLLaMA 3.2 (1B),1.0,1,2,4,8,"[0, 1, 2, 3]",True,prefill,True,1024,1026,128,4096,1,2.47,0.89,54.62,54.62,55.03,,20.36,20.38,20.36,0.25,49.12,6.33,1.43,1.54,94.88,88.76,1.06,300,success,20.36,1.54,54.62,
OpenLLaMA 3.2 (1B),1.0,1,2,4,8,"[0, 1, 2, 3]",True,prefill,True,2048,2046,128,4096,1,2.47,0.89,60.43,60.43,60.67,,18.18,18.45,18.18,0.24,55.01,7.1,1.43,1.64,94.88,88.57,1.34,600,success,18.18,1.64,60.43,
OpenELM (1.1B),1.1,1,2,4,1,[0],True,decode,False,short,31,256,4096,1,1.56,0.63,107.57,107.57,110.07,9.37,9.37,9.43,9.37,1.0,106.72,27.53,1.22,1.27,180.62,25.05,1.0,120,success,8.5182,1.1545,97.79,6.7086
OpenELM (1.1B),1.1,1,2,4,1,[0],True,decode,False,short,31,1024,4096,1,1.56,0.63,106.52,106.52,107.67,8.94,8.94,8.98,8.94,1.0,111.86,114.75,1.22,1.4,180.62,25.05,1.0,300,success,8.1273,1.2727,96.84,5.8057
OpenELM (1.1B),1.1,1,2,4,1,[0],True,decode,False,short,31,2048,4096,1,1.56,0.63,106.13,106.13,107.12,8.43,8.43,8.46,8.43,1.0,118.62,243.15,1.22,1.58,180.62,25.05,1.0,600,success,7.6636,1.4364,96.48,4.8507
OpenELM (1.1B),1.1,1,2,4,1,[0],True,prefill,False,256,309,128,4096,1,1.56,0.63,110.24,110.24,111.53,,9.24,9.29,9.24,1.0,108.23,14.07,1.22,1.29,180.62,25.05,1.0,120,success,8.4,1.1727,100.22,
OpenELM (1.1B),1.1,1,2,4,1,[0],True,prefill,False,1024,1233,128,4096,1,1.56,0.63,122.75,122.75,123.84,,8.45,8.46,8.45,1.0,118.34,15.39,1.22,1.46,180.62,25.06,1.0,300,success,7.6818,1.3273,111.59,
