model_name,parameter_count_b,numa_nodes,physical_cores,logical_cores,thread_count,cpu_affinity,sm_enabled,benchmark_type,oversubscribed,input_tokens_target,input_tokens_actual,max_output_tokens,context_window,batch_size,load_time_s,file_size_gb,ttft_ms,percentile_ttft_p50,percentile_ttft_p95,decode_rate_tps,percentile_tps_p50,percentile_tps_p95,effective_throughput_tps,parallel_efficiency,per_token_latency_ms,total_runtime_s,static_ram_gb,peak_ram_gb,kv_cache_growth_mb_per_1k,avg_cpu_util_percent,avg_saturated_cores,timeout_s,status,tps_per_billion_params,ram_per_billion_params,ttft_ms_per_billion_params,cies_score
Qwen 2.5 (1.5B),1.8,1,2,4,1,[0],True,decode,False,short,28,256,4096,1,2.97,1.04,128.47,128.47,129.6,7.81,7.81,7.84,7.81,1.0,128.04,32.76,1.78,1.81,119.81,25.05,1.0,120,success,4.3389,1.0056,71.37,2.3986
Qwen 2.5 (1.5B),1.8,1,2,4,1,[0],True,decode,False,short,28,1024,4096,1,2.97,1.04,127.2,127.2,129.05,7.59,7.59,7.61,7.59,1.0,131.75,134.97,1.78,1.9,119.81,25.06,1.0,300,success,4.2167,1.0556,70.67,2.2183
Qwen 2.5 (1.5B),1.8,1,2,4,1,[0],True,decode,False,short,28,2048,4096,1,2.97,1.04,125.93,125.93,129.65,7.52,7.52,7.54,7.52,1.0,132.98,272.48,1.78,2.02,119.81,25.08,1.0,600,success,4.1778,1.1222,69.96,2.0671
Qwen 2.5 (1.5B),1.8,1,2,4,1,[0],True,prefill,False,256,255,128,4096,1,2.97,1.04,129.46,129.46,130.24,,7.8,7.8,7.8,1.0,128.21,16.41,1.78,1.82,119.81,25.09,1.0,120,success,4.3333,1.0111,71.92,
Qwen 2.5 (1.5B),1.8,1,2,4,1,[0],True,prefill,False,1024,1025,128,4096,1,2.97,1.04,135.3,135.3,136.33,,7.55,7.57,7.55,1.0,132.45,16.96,1.78,1.91,119.81,25.06,1.0,300,success,4.1944,1.0611,75.17,
Qwen 2.5 (1.5B),1.8,1,2,4,1,[0],True,prefill,False,2048,2045,128,4096,1,2.97,1.04,143.37,143.37,143.47,,7.25,7.25,7.25,1.0,137.93,17.66,1.78,2.03,119.81,25.07,1.0,600,success,4.0278,1.1278,79.65,
Qwen 2.5 (1.5B),1.8,1,2,4,2,"[0, 1]",True,decode,False,short,28,256,4096,1,2.97,1.04,105.35,105.35,105.58,9.5,9.5,9.51,9.5,0.61,105.26,26.94,1.78,1.81,119.81,48.05,1.18,120,success,5.2778,1.0056,58.53,2.9167
Qwen 2.5 (1.5B),1.8,1,2,4,2,"[0, 1]",True,decode,False,short,28,1024,4096,1,2.97,1.04,105.22,105.22,105.82,9.23,9.23,9.24,9.23,0.61,108.34,110.95,1.78,1.9,119.81,47.93,1.13,300,success,5.1278,1.0556,58.46,2.6986
Qwen 2.5 (1.5B),1.8,1,2,4,2,"[0, 1]",True,decode,False,short,28,2048,4096,1,2.97,1.04,105.06,105.06,106.21,8.93,8.93,8.94,8.93,0.59,111.98,229.31,1.78,2.02,119.81,47.84,1.09,600,success,4.9611,1.1222,58.37,2.4562
Qwen 2.5 (1.5B),1.8,1,2,4,2,"[0, 1]",True,prefill,False,256,255,128,4096,1,2.97,1.04,107.28,107.28,107.49,,9.37,9.37,9.37,0.6,106.72,13.66,1.78,1.82,119.81,48.25,1.25,120,success,5.2056,1.0111,59.6,
Qwen 2.5 (1.5B),1.8,1,2,4,2,"[0, 1]",True,prefill,False,1024,1025,128,4096,1,2.97,1.04,113.28,113.28,113.7,,9.0,9.02,9.0,0.6,111.11,14.22,1.78,1.91,119.81,48.64,1.42,300,success,5.0,1.0611,62.93,
Qwen 2.5 (1.5B),1.8,1,2,4,2,"[0, 1]",True,prefill,False,2048,2045,128,4096,1,2.97,1.04,120.97,120.97,121.8,,8.54,8.56,8.54,0.59,117.1,14.98,1.78,2.03,119.81,48.86,1.5,600,success,4.7444,1.1278,67.21,
Qwen 2.5 (1.5B),1.8,1,2,4,4,"[0, 1, 2, 3]",True,decode,True,short,28,256,4096,1,2.97,1.04,71.03,71.03,71.61,15.01,15.0,15.59,15.0,0.48,66.67,17.06,1.78,1.81,119.81,80.28,0.02,120,success,8.3333,1.0056,39.46,4.607
Qwen 2.5 (1.5B),1.8,1,2,4,4,"[0, 1, 2, 3]",True,decode,True,short,28,1024,4096,1,2.97,1.04,72.39,72.39,72.46,14.69,14.68,14.82,14.68,0.48,68.12,69.73,1.78,1.9,119.81,79.12,0.0,300,success,8.1556,1.0556,40.22,4.2942
Qwen 2.5 (1.5B),1.8,1,2,4,4,"[0, 1, 2, 3]",True,decode,True,short,28,2048,4096,1,2.97,1.04,72.36,72.36,73.27,14.33,14.33,14.45,14.33,0.48,69.78,142.91,1.78,2.02,119.81,79.73,0.01,600,success,7.9611,1.1222,40.2,3.9414
Qwen 2.5 (1.5B),1.8,1,2,4,4,"[0, 1, 2, 3]",True,prefill,True,256,255,128,4096,1,2.97,1.04,73.78,73.78,74.34,,15.12,15.22,15.12,0.48,66.14,8.47,1.78,1.82,119.81,83.33,0.39,120,success,8.4,1.0111,40.99,
Qwen 2.5 (1.5B),1.8,1,2,4,4,"[0, 1, 2, 3]",True,prefill,True,1024,1025,128,4096,1,2.97,1.04,78.12,78.12,78.69,,14.48,14.79,14.48,0.48,69.06,8.84,1.78,1.91,119.81,84.98,0.91,300,success,8.0444,1.0611,43.4,
Qwen 2.5 (1.5B),1.8,1,2,4,4,"[0, 1, 2, 3]",True,prefill,True,2048,2045,128,4096,1,2.97,1.04,82.59,82.59,83.8,,13.71,14.13,13.71,0.47,72.94,9.34,1.78,2.03,119.81,87.16,1.26,600,success,7.6167,1.1278,45.88,
Qwen 2.5 (1.5B),1.8,1,2,4,8,"[0, 1, 2, 3]",True,decode,True,short,28,256,4096,1,2.97,1.04,71.11,71.11,73.71,15.11,15.1,15.33,15.1,0.24,66.23,16.95,1.78,1.81,119.81,80.34,0.02,120,success,8.3889,1.0056,39.51,4.6371
Qwen 2.5 (1.5B),1.8,1,2,4,8,"[0, 1, 2, 3]",True,decode,True,short,28,1024,4096,1,2.97,1.04,72.27,72.27,73.34,14.78,14.78,14.92,14.78,0.24,67.66,69.27,1.78,1.9,119.81,79.86,0.01,300,success,8.2111,1.0556,40.15,4.3227
Qwen 2.5 (1.5B),1.8,1,2,4,8,"[0, 1, 2, 3]",True,decode,True,short,28,2048,4096,1,2.97,1.04,71.85,71.85,72.13,14.36,14.36,14.37,14.36,0.24,69.64,142.62,1.78,2.02,119.81,80.09,0.01,600,success,7.9778,1.1222,39.92,3.9494
Qwen 2.5 (1.5B),1.8,1,2,4,8,"[0, 1, 2, 3]",True,prefill,True,256,255,128,4096,1,2.97,1.04,74.66,74.66,77.31,,15.52,15.65,15.52,0.25,64.43,8.25,1.78,1.82,119.81,84.98,0.4,120,success,8.6222,1.0111,41.48,
Qwen 2.5 (1.5B),1.8,1,2,4,8,"[0, 1, 2, 3]",True,prefill,True,1024,1025,128,4096,1,2.97,1.04,77.54,77.54,82.88,,14.98,15.11,14.98,0.25,66.76,8.55,1.78,1.91,119.81,87.53,0.94,300,success,8.3222,1.0611,43.08,
Qwen 2.5 (1.5B),1.8,1,2,4,8,"[0, 1, 2, 3]",True,prefill,True,2048,2045,128,4096,1,2.97,1.04,81.78,81.78,83.17,,13.85,13.97,13.85,0.24,72.2,9.24,1.78,2.03,119.81,87.31,1.26,600,success,7.6944,1.1278,45.43,
Gemma (2B),2.0,1,2,4,1,[0],True,decode,False,short,29,256,4096,1,4.38,1.52,150.61,150.61,153.09,6.62,6.62,6.71,6.62,1.0,151.06,38.83,2.5,2.54,141.53,25.07,1.0,120,success,3.31,1.27,75.31,1.3029
Gemma (2B),2.0,1,2,4,1,[0],True,decode,False,short,29,1024,4096,1,4.38,1.52,150.52,150.52,151.54,6.53,6.53,6.56,6.53,1.0,153.14,156.92,2.5,2.65,141.53,25.07,1.0,300,success,3.265,1.325,75.26,1.2324
Gemma (2B),2.0,1,2,4,1,[0],True,decode,False,short,29,2048,4096,1,4.38,1.52,150.61,150.61,151.03,6.37,6.37,6.43,6.37,1.0,156.99,321.84,2.5,2.79,141.53,25.14,1.0,600,success,3.185,1.395,75.31,1.1409
Gemma (2B),2.0,1,2,4,1,[0],True,prefill,False,256,257,128,4096,1,4.38,1.52,151.03,151.03,153.59,,6.7,6.71,6.7,1.0,149.25,19.26,2.5,2.56,141.53,25.14,1.0,120,success,3.35,1.28,75.52,
Gemma (2B),2.0,1,2,4,1,[0],True,prefill,False,1024,1027,128,4096,1,4.38,1.52,159.2,159.2,159.69,,6.45,6.5,6.45,1.0,155.04,20.0,2.5,2.66,141.53,25.14,1.0,300,success,3.225,1.33,79.6,
Gemma (2B),2.0,1,2,4,1,[0],True,prefill,False,2048,2047,128,4096,1,4.38,1.52,164.5,164.5,167.08,,6.27,6.34,6.27,1.0,159.49,20.56,2.5,2.8,141.53,25.14,1.0,600,success,3.135,1.4,82.25,
Gemma (2B),2.0,1,2,4,2,"[0, 1]",True,decode,False,short,29,256,4096,1,4.38,1.52,128.86,128.86,129.01,7.75,7.75,7.77,7.75,0.59,129.03,33.14,2.5,2.54,141.53,48.52,1.31,120,success,3.875,1.27,64.43,1.5266
Gemma (2B),2.0,1,2,4,2,"[0, 1]",True,decode,False,short,29,1024,4096,1,4.38,1.52,129.46,129.46,129.55,7.62,7.62,7.63,7.62,0.58,131.23,134.43,2.5,2.65,141.53,48.55,1.31,300,success,3.81,1.325,64.73,1.4386
Gemma (2B),2.0,1,2,4,2,"[0, 1]",True,decode,False,short,29,2048,4096,1,4.38,1.52,129.62,129.62,131.36,7.42,7.42,7.44,7.42,0.58,134.77,275.99,2.5,2.79,141.53,48.37,1.28,600,success,3.71,1.395,64.81,1.3305
Gemma (2B),2.0,1,2,4,2,"[0, 1]",True,prefill,False,256,257,128,4096,1,4.38,1.52,130.85,130.85,130.92,,7.74,7.77,7.74,0.58,129.2,16.66,2.5,2.56,141.53,48.77,1.46,120,success,3.87,1.28,65.42,
Gemma (2B),2.0,1,2,4,2,"[0, 1]",True,prefill,False,1024,1027,128,4096,1,4.38,1.52,135.08,135.08,135.25,,7.56,7.57,7.56,0.59,132.28,17.06,2.5,2.66,141.53,49.08,1.58,300,success,3.78,1.33,67.54,
Gemma (2B),2.0,1,2,4,2,"[0, 1]",True,prefill,False,2048,2047,128,4096,1,4.38,1.52,140.69,140.69,141.81,,7.31,7.32,7.31,0.58,136.8,17.64,2.5,2.8,141.53,49.19,1.63,600,success,3.655,1.4,70.34,
Gemma (2B),2.0,1,2,4,4,"[0, 1, 2, 3]",True,decode,True,short,29,256,4096,1,4.38,1.52,79.96,79.96,82.23,13.18,13.17,13.24,13.17,0.5,75.93,19.51,2.5,2.54,141.53,85.48,0.18,120,success,6.585,1.27,39.98,2.5936
Gemma (2B),2.0,1,2,4,4,"[0, 1, 2, 3]",True,decode,True,short,29,1024,4096,1,4.38,1.52,84.79,84.79,85.44,13.07,13.06,13.2,13.06,0.5,76.57,78.46,2.5,2.65,141.53,85.84,0.19,300,success,6.53,1.325,42.4,2.4652
Gemma (2B),2.0,1,2,4,4,"[0, 1, 2, 3]",True,decode,True,short,29,2048,4096,1,4.38,1.52,82.09,82.09,84.38,12.62,12.62,12.78,12.62,0.5,79.24,162.38,2.5,2.79,141.53,85.46,0.21,600,success,6.31,1.395,41.05,2.2614
Gemma (2B),2.0,1,2,4,4,"[0, 1, 2, 3]",True,prefill,True,256,257,128,4096,1,4.38,1.52,82.52,82.52,82.9,,13.29,13.29,13.29,0.5,75.24,9.71,2.5,2.56,141.53,88.28,0.63,120,success,6.645,1.28,41.26,
Gemma (2B),2.0,1,2,4,4,"[0, 1, 2, 3]",True,prefill,True,1024,1027,128,4096,1,4.38,1.52,86.2,86.2,87.2,,13.18,13.22,13.18,0.51,75.87,9.79,2.5,2.66,141.53,90.74,1.33,300,success,6.59,1.33,43.1,
Gemma (2B),2.0,1,2,4,4,"[0, 1, 2, 3]",True,prefill,True,2048,2047,128,4096,1,4.38,1.52,90.7,90.7,102.5,,12.61,12.79,12.61,0.5,79.3,10.23,2.5,2.8,141.53,92.05,1.64,600,success,6.305,1.4,45.35,
Gemma (2B),2.0,1,2,4,8,"[0, 1, 2, 3]",True,decode,True,short,29,256,4096,1,4.38,1.52,83.94,83.94,86.42,13.58,13.58,13.59,13.58,0.26,73.64,18.93,2.5,2.54,141.53,88.12,0.36,120,success,6.79,1.27,41.97,2.674
Gemma (2B),2.0,1,2,4,8,"[0, 1, 2, 3]",True,decode,True,short,29,1024,4096,1,4.38,1.52,84.34,84.34,84.91,12.98,12.98,13.15,12.98,0.25,77.04,78.98,2.5,2.65,141.53,86.2,0.23,300,success,6.49,1.325,42.17,2.4489
Gemma (2B),2.0,1,2,4,8,"[0, 1, 2, 3]",True,decode,True,short,29,2048,4096,1,4.38,1.52,83.38,83.38,83.81,12.65,12.65,12.79,12.65,0.25,79.05,162.0,2.5,2.79,141.53,85.29,0.22,600,success,6.325,1.395,41.69,2.2668
Gemma (2B),2.0,1,2,4,8,"[0, 1, 2, 3]",True,prefill,True,256,257,128,4096,1,4.38,1.52,82.46,82.46,86.56,,13.46,13.53,13.46,0.25,74.29,9.58,2.5,2.56,141.53,89.16,0.72,120,success,6.73,1.28,41.23,
Gemma (2B),2.0,1,2,4,8,"[0, 1, 2, 3]",True,prefill,True,1024,1027,128,4096,1,4.38,1.52,84.2,84.2,85.72,,13.07,13.1,13.07,0.25,76.51,9.87,2.5,2.66,141.53,90.17,1.25,300,success,6.535,1.33,42.1,
Gemma (2B),2.0,1,2,4,8,"[0, 1, 2, 3]",True,prefill,True,2048,2047,128,4096,1,4.38,1.52,89.82,89.82,89.86,,12.04,12.16,12.04,0.24,83.06,10.71,2.5,2.8,141.53,88.8,1.45,600,success,6.02,1.4,44.91,
Phi-2 (2.7B),2.7,1,2,4,1,[0],True,decode,False,short,27,256,4096,1,4.64,1.67,191.35,191.35,192.6,7.4,7.39,7.41,7.39,1.0,135.32,51.0,3.71,3.74,92.41,25.04,1.0,120,success,2.737,1.3852,70.87,0.7328
Phi-2 (2.7B),2.7,1,2,4,1,[0],True,decode,False,short,27,1024,4096,1,4.64,1.67,192.15,192.15,194.43,5.96,5.96,5.97,5.96,1.0,167.79,224.96,3.71,3.83,92.41,25.05,1.0,300,success,2.2074,1.4185,71.17,0.5765
Phi-2 (2.7B),2.7,1,2,4,1,[0],True,decode,False,short,27,2048,4096,1,4.64,1.67,188.71,188.71,188.74,4.92,4.92,4.92,4.92,1.0,203.25,499.3,3.71,3.93,92.41,25.05,1.0,600,success,1.8222,1.4556,69.89,0.4634
Phi-2 (2.7B),2.7,1,2,4,1,[0],True,prefill,False,256,256,128,4096,1,4.64,1.67,204.71,204.71,205.33,,4.81,4.81,4.81,1.0,207.9,26.62,3.71,3.74,92.41,25.17,1.0,120,success,1.7815,1.3852,75.82,
Phi-2 (2.7B),2.7,1,2,4,1,[0],True,prefill,False,1024,1026,128,4096,1,4.64,1.67,245.86,245.86,248.19,,4.08,4.09,4.08,1.0,245.1,31.37,3.71,3.81,92.41,25.04,1.0,300,success,1.5111,1.4111,91.06,
Phi-2 (2.7B),2.7,1,2,4,1,[0],True,prefill,False,2048,2046,128,4096,1,4.64,1.67,294.08,294.08,295.39,,3.4,3.42,3.4,1.0,294.12,37.68,3.71,3.9,92.41,25.05,1.0,600,success,1.2593,1.4444,108.92,
Phi-2 (2.7B),2.7,1,2,4,2,"[0, 1]",True,decode,False,short,27,256,4096,1,4.64,1.67,163.15,163.15,163.19,8.65,8.64,8.66,8.64,0.58,115.74,43.63,3.71,3.74,92.41,48.73,1.44,120,success,3.2,1.3852,60.43,0.8566
Phi-2 (2.7B),2.7,1,2,4,2,"[0, 1]",True,decode,False,short,27,1024,4096,1,4.64,1.67,162.27,162.27,163.83,6.99,6.99,7.0,6.99,0.59,143.06,191.75,3.71,3.83,92.41,48.66,1.41,300,success,2.5889,1.4185,60.1,0.6764
Phi-2 (2.7B),2.7,1,2,4,2,"[0, 1]",True,decode,False,short,27,2048,4096,1,4.64,1.67,163.46,163.46,163.81,5.79,5.79,5.8,5.79,0.59,172.71,423.7,3.71,3.93,92.41,48.68,1.42,600,success,2.1444,1.4556,60.54,0.546
Phi-2 (2.7B),2.7,1,2,4,2,"[0, 1]",True,prefill,False,256,256,128,4096,1,4.64,1.67,175.74,175.74,176.33,,5.6,5.62,5.6,0.58,178.57,22.84,3.71,3.74,92.41,48.96,1.54,120,success,2.0741,1.3852,65.09,
Phi-2 (2.7B),2.7,1,2,4,2,"[0, 1]",True,prefill,False,1024,1026,128,4096,1,4.64,1.67,209.87,209.87,210.16,,4.79,4.83,4.79,0.59,208.77,26.73,3.71,3.81,92.41,49.27,1.67,300,success,1.7741,1.4111,77.73,
Phi-2 (2.7B),2.7,1,2,4,2,"[0, 1]",True,prefill,False,2048,2046,128,4096,1,4.64,1.67,244.22,244.22,244.89,,4.13,4.14,4.13,0.61,242.13,30.98,3.71,3.9,92.41,49.47,1.73,600,success,1.5296,1.4444,90.45,
Phi-2 (2.7B),2.7,1,2,4,4,"[0, 1, 2, 3]",True,decode,True,short,27,256,4096,1,4.64,1.67,102.16,102.16,103.95,14.93,14.91,14.96,14.91,0.5,67.07,25.29,3.71,3.74,92.41,87.04,0.14,120,success,5.5222,1.3852,37.84,1.4783
Phi-2 (2.7B),2.7,1,2,4,4,"[0, 1, 2, 3]",True,decode,True,short,27,1024,4096,1,4.64,1.67,101.7,101.7,102.08,11.89,11.89,12.03,11.89,0.5,84.1,112.79,3.71,3.83,92.41,86.92,0.15,300,success,4.4037,1.4185,37.67,1.1499
Phi-2 (2.7B),2.7,1,2,4,4,"[0, 1, 2, 3]",True,decode,True,short,27,2048,4096,1,4.64,1.67,103.23,103.23,104.22,9.7,9.7,9.82,9.7,0.49,103.09,253.12,3.71,3.93,92.41,85.18,0.15,600,success,3.5926,1.4556,38.23,0.914
Phi-2 (2.7B),2.7,1,2,4,4,"[0, 1, 2, 3]",True,prefill,True,256,256,128,4096,1,4.64,1.67,111.05,111.05,112.19,,9.6,9.71,9.6,0.5,104.17,13.33,3.71,3.74,92.41,89.29,0.73,120,success,3.5556,1.3852,41.13,
Phi-2 (2.7B),2.7,1,2,4,4,"[0, 1, 2, 3]",True,prefill,True,1024,1026,128,4096,1,4.64,1.67,128.62,128.62,129.19,,8.08,8.09,8.08,0.5,123.76,15.84,3.71,3.81,92.41,90.95,1.27,300,success,2.9926,1.4111,47.64,
Phi-2 (2.7B),2.7,1,2,4,4,"[0, 1, 2, 3]",True,prefill,True,2048,2046,128,4096,1,4.64,1.67,151.59,151.59,152.19,,6.9,6.91,6.9,0.51,144.93,18.56,3.71,3.9,92.41,91.32,1.52,600,success,2.5556,1.4444,56.14,
Phi-2 (2.7B),2.7,1,2,4,8,"[0, 1, 2, 3]",True,decode,True,short,27,256,4096,1,4.64,1.67,100.15,100.15,102.53,14.65,14.63,14.83,14.63,0.25,68.35,25.77,3.71,3.74,92.41,85.34,0.08,120,success,5.4185,1.3852,37.09,1.4505
Phi-2 (2.7B),2.7,1,2,4,8,"[0, 1, 2, 3]",True,decode,True,short,27,1024,4096,1,4.64,1.67,100.91,100.91,103.21,11.97,11.96,11.97,11.96,0.25,83.61,112.08,3.71,3.83,92.41,87.06,0.09,300,success,4.4296,1.4185,37.37,1.1572
Phi-2 (2.7B),2.7,1,2,4,8,"[0, 1, 2, 3]",True,decode,True,short,27,2048,4096,1,4.64,1.67,103.41,103.41,105.56,9.84,9.84,9.87,9.84,0.25,101.63,249.44,3.71,3.93,92.41,87.06,0.18,600,success,3.6444,1.4556,38.3,0.9275
Phi-2 (2.7B),2.7,1,2,4,8,"[0, 1, 2, 3]",True,prefill,True,256,256,128,4096,1,4.64,1.67,109.35,109.35,110.74,,9.48,9.61,9.48,0.25,105.49,13.5,3.71,3.74,92.41,87.22,0.72,120,success,3.5111,1.3852,40.5,
Phi-2 (2.7B),2.7,1,2,4,8,"[0, 1, 2, 3]",True,prefill,True,1024,1026,128,4096,1,4.64,1.67,128.96,128.96,134.43,,7.96,8.02,7.96,0.24,125.63,16.08,3.71,3.81,92.41,89.65,1.31,300,success,2.9481,1.4111,47.76,
Phi-2 (2.7B),2.7,1,2,4,8,"[0, 1, 2, 3]",True,prefill,True,2048,2046,128,4096,1,4.64,1.67,148.74,148.74,151.4,,7.05,7.06,7.05,0.26,141.84,18.16,3.71,3.9,92.41,92.75,1.56,600,success,2.6111,1.4444,55.09,
Qwen 2.5 Coder (3B),3.0,1,2,4,1,[0],True,decode,False,short,28,256,4096,1,5.62,1.96,201.64,201.64,205.83,4.94,4.94,4.95,4.94,1.0,202.43,51.86,3.38,3.41,120.67,25.09,1.0,120,success,1.6467,1.1367,67.21,0.4825
Qwen 2.5 Coder (3B),3.0,1,2,4,1,[0],True,decode,False,short,28,1024,4096,1,5.62,1.96,203.92,203.92,204.57,4.81,4.81,4.81,4.81,1.0,207.9,212.88,3.38,3.5,120.67,25.07,1.0,300,success,1.6033,1.1667,67.97,0.4581
Qwen 2.5 Coder (3B),3.0,1,2,4,1,[0],True,decode,False,short,28,2048,4096,1,5.62,1.96,201.66,201.66,202.19,4.69,4.69,4.69,4.69,1.0,213.22,436.45,3.38,3.62,120.67,25.06,1.0,600,success,1.5633,1.2067,67.22,0.4321
Qwen 2.5 Coder (3B),3.0,1,2,4,1,[0],True,prefill,False,256,255,128,4096,1,5.62,1.96,205.82,205.82,206.1,,4.9,4.9,4.9,1.0,204.08,26.12,3.38,3.43,120.67,25.05,1.0,120,success,1.6333,1.1433,68.61,
Qwen 2.5 Coder (3B),3.0,1,2,4,1,[0],True,prefill,False,1024,1025,128,4096,1,5.62,1.96,214.7,214.7,215.85,,4.71,4.73,4.71,1.0,212.31,27.2,3.38,3.52,120.67,25.05,1.0,300,success,1.57,1.1733,71.57,
Qwen 2.5 Coder (3B),3.0,1,2,4,1,[0],True,prefill,False,2048,2045,128,4096,1,5.62,1.96,226.52,226.52,227.05,,4.5,4.51,4.5,1.0,222.22,28.47,3.38,3.64,120.67,25.05,1.0,600,success,1.5,1.2133,75.51,
Qwen 2.5 Coder (3B),3.0,1,2,4,2,"[0, 1]",True,decode,False,short,28,256,4096,1,5.62,1.96,172.37,172.37,173.26,5.77,5.77,5.79,5.77,0.58,173.31,44.37,3.38,3.41,120.67,48.56,1.34,120,success,1.9233,1.1367,57.46,0.564
Qwen 2.5 Coder (3B),3.0,1,2,4,2,"[0, 1]",True,decode,False,short,28,1024,4096,1,5.62,1.96,172.42,172.42,172.49,5.64,5.64,5.65,5.64,0.59,177.3,181.49,3.38,3.5,120.67,48.38,1.31,300,success,1.88,1.1667,57.47,0.5373
Qwen 2.5 Coder (3B),3.0,1,2,4,2,"[0, 1]",True,decode,False,short,28,2048,4096,1,5.62,1.96,172.36,172.36,173.12,5.47,5.47,5.47,5.47,0.58,182.82,374.66,3.38,3.62,120.67,48.36,1.28,600,success,1.8233,1.2067,57.45,0.5033
Qwen 2.5 Coder (3B),3.0,1,2,4,2,"[0, 1]",True,prefill,False,256,255,128,4096,1,5.62,1.96,175.75,175.75,177.11,,5.69,5.71,5.69,0.58,175.75,22.51,3.38,3.43,120.67,48.64,1.41,120,success,1.8967,1.1433,58.58,
Qwen 2.5 Coder (3B),3.0,1,2,4,2,"[0, 1]",True,prefill,False,1024,1025,128,4096,1,5.62,1.96,184.85,184.85,185.29,,5.47,5.48,5.47,0.58,182.82,23.38,3.38,3.52,120.67,49.01,1.55,300,success,1.8233,1.1733,61.62,
Qwen 2.5 Coder (3B),3.0,1,2,4,2,"[0, 1]",True,prefill,False,2048,2045,128,4096,1,5.62,1.96,196.26,196.26,196.27,,5.21,5.21,5.21,0.58,191.94,24.57,3.38,3.64,120.67,49.18,1.63,600,success,1.7367,1.2133,65.42,
Qwen 2.5 Coder (3B),3.0,1,2,4,4,"[0, 1, 2, 3]",True,decode,True,short,28,256,4096,1,5.62,1.96,110.27,110.27,111.18,9.65,9.65,9.74,9.65,0.49,103.63,26.53,3.38,3.41,120.67,84.37,0.08,120,success,3.2167,1.1367,36.76,0.9435
Qwen 2.5 Coder (3B),3.0,1,2,4,4,"[0, 1, 2, 3]",True,decode,True,short,28,1024,4096,1,5.62,1.96,112.55,112.55,116.53,9.55,9.55,9.67,9.55,0.5,104.71,107.22,3.38,3.5,120.67,85.2,0.07,300,success,3.1833,1.1667,37.52,0.9096
Qwen 2.5 Coder (3B),3.0,1,2,4,4,"[0, 1, 2, 3]",True,decode,True,short,28,2048,4096,1,5.62,1.96,114.06,114.06,120.42,9.22,9.22,9.33,9.22,0.49,108.46,222.03,3.38,3.62,120.67,84.57,0.09,600,success,3.0733,1.2067,38.02,0.8494
Qwen 2.5 Coder (3B),3.0,1,2,4,4,"[0, 1, 2, 3]",True,prefill,True,256,255,128,4096,1,5.62,1.96,113.66,113.66,115.02,,9.46,9.71,9.46,0.48,105.71,13.53,3.38,3.43,120.67,86.33,0.55,120,success,3.1533,1.1433,37.89,
Qwen 2.5 Coder (3B),3.0,1,2,4,4,"[0, 1, 2, 3]",True,prefill,True,1024,1025,128,4096,1,5.62,1.96,118.92,118.92,120.0,,9.4,9.43,9.4,0.5,106.38,13.62,3.38,3.52,120.67,89.74,1.18,300,success,3.1333,1.1733,39.64,
Qwen 2.5 Coder (3B),3.0,1,2,4,4,"[0, 1, 2, 3]",True,prefill,True,2048,2045,128,4096,1,5.62,1.96,122.86,122.86,123.11,,8.86,9.06,8.86,0.49,112.87,14.45,3.38,3.64,120.67,90.98,1.52,600,success,2.9533,1.2133,40.95,
Qwen 2.5 Coder (3B),3.0,1,2,4,8,"[0, 1, 2, 3]",True,decode,True,short,28,256,4096,1,5.62,1.96,109.26,109.26,110.77,9.67,9.67,9.83,9.67,0.24,103.41,26.48,3.38,3.41,120.67,85.43,0.07,120,success,3.2233,1.1367,36.42,0.9452
Qwen 2.5 Coder (3B),3.0,1,2,4,8,"[0, 1, 2, 3]",True,decode,True,short,28,1024,4096,1,5.62,1.96,109.21,109.21,111.78,9.57,9.57,9.57,9.57,0.25,104.49,107.04,3.38,3.5,120.67,84.87,0.04,300,success,3.19,1.1667,36.4,0.9111
Qwen 2.5 Coder (3B),3.0,1,2,4,8,"[0, 1, 2, 3]",True,decode,True,short,28,2048,4096,1,5.62,1.96,110.95,110.95,111.78,9.25,9.25,9.38,9.25,0.25,108.11,221.32,3.38,3.62,120.67,84.52,0.09,600,success,3.0833,1.2067,36.98,0.8521
Qwen 2.5 Coder (3B),3.0,1,2,4,8,"[0, 1, 2, 3]",True,prefill,True,256,255,128,4096,1,5.62,1.96,113.88,113.88,115.19,,9.82,9.87,9.82,0.25,101.83,13.04,3.38,3.43,120.67,88.03,0.57,120,success,3.2733,1.1433,37.96,
Qwen 2.5 Coder (3B),3.0,1,2,4,8,"[0, 1, 2, 3]",True,prefill,True,1024,1025,128,4096,1,5.62,1.96,117.52,117.52,118.02,,9.27,9.35,9.27,0.25,107.87,13.81,3.38,3.52,120.67,89.58,1.17,300,success,3.09,1.1733,39.17,
Qwen 2.5 Coder (3B),3.0,1,2,4,8,"[0, 1, 2, 3]",True,prefill,True,2048,2045,128,4096,1,5.62,1.96,125.48,125.48,126.62,,8.96,9.09,8.96,0.25,111.61,14.28,3.38,3.64,120.67,91.62,1.58,600,success,2.9867,1.2133,41.83,
StableLM (3B),3.0,1,2,4,1,[0],True,decode,False,short,18,256,4096,1,6.01,2.18,191.45,191.45,191.52,5.12,5.12,5.14,5.12,1.0,195.31,50.01,4.15,4.19,140.18,25.09,1.0,120,success,1.7067,1.3967,63.82,0.4072
